Sentence Number,Token,Label
,##s,O
,are,O
,marked,O
,with,O
,a,O
,brown,O
,stripe,O
,on,O
,either,O
,side,O
,.,O
,In,O
,these,O
,not,O
,more,O
,than,O
,17,O
,or,O
,18,O
,were,O
,so,O
,marked,O
,.,O
,A,O
,prominent,O
,feature,O
,is,O
,a,O
,brown,O
,band,O
,across,O
,the,O
,entire,O
,dorsal,O
,surface,O
,of,O
,the,O
,second,O
,set,O
,##iger,O
,##ous,O
,so,O
,##mite,O
,.,O
,Col,O
,##lected,O
,at,O
,Bon,B-GeographicalLocation
,##ga,I-GeographicalLocation
,##o,I-GeographicalLocation
,;,O
,V,B-GeographicalLocation
,##ara,I-GeographicalLocation
,##der,I-GeographicalLocation
,##o,I-GeographicalLocation
,Harbor,I-GeographicalLocation
,",",O
,Mind,B-GeographicalLocation
,##oro,I-GeographicalLocation
,;,O
,Sub,B-GeographicalLocation
,##ic,I-GeographicalLocation
,;,O
,Ta,B-GeographicalLocation
,##va,I-GeographicalLocation
,Island,I-GeographicalLocation
,;,O
,San,B-GeographicalLocation
,Miguel,I-GeographicalLocation
,Harbor,I-GeographicalLocation
,;,O
,V,B-GeographicalLocation
,##ara,I-GeographicalLocation
,##der,I-GeographicalLocation
,##o,I-GeographicalLocation
,Bay,I-GeographicalLocation
,",",O
,Mind,O
,##oro,O
,;,O
,"""",O
,Electric,O
,light,O
,",",O
,July,O
,20,O
,",",O
,1908,O
,"""",O
,station,B-GeographicalLocation
,D,I-GeographicalLocation
,##5,I-GeographicalLocation
,##40,I-GeographicalLocation
,##3,I-GeographicalLocation
,",",O
,Cap,B-GeographicalLocation
,##ita,I-GeographicalLocation
,##nc,I-GeographicalLocation
,##illo,I-GeographicalLocation
,Island,I-GeographicalLocation
,",",O
,between,O
,Le,B-GeographicalLocation
,##yte,I-GeographicalLocation
,and,O
,Cebu,B-GeographicalLocation
,",",O
,182,O
,fat,O
,##hom,O
,##s,O
,",",O
,green,O
,mud,O
,bottom,O
,.,O
,NE,B-Taxon
,##RE,I-Taxon
,##IS,I-Taxon
,P,I-Taxon
,##EC,I-Taxon
,##TI,I-Taxon
,##NI,I-Taxon
,##F,I-Taxon
,##ER,I-Taxon
,##A,I-Taxon
,G,I-Taxon
,##ru,I-Taxon
,##be,I-Taxon
,.,O
,N,B-Taxon
,##ere,I-Taxon
,##is,I-Taxon
,p,I-Taxon
,##ec,I-Taxon
,##tin,I-Taxon
,##ifer,I-Taxon
,##a,I-Taxon
,G,I-Taxon
,##R,I-Taxon
,##U,I-Taxon
,##BE,I-Taxon
,",",O
,1878,O
,",",O
,p,O
,.,O
,66,O
,",",O
,p,O
,##i,O
,.,O
,4,O
,",",O
,fi,O
,##g,O
,.,O
,5,O
,;,O
,p,O
,##i,O
,.,O
,5,O
,",",O
,fi,O
,##g,O
,.,O
,5,O
,.,O
,Col,O
,##lected,O
,at,O
,Lab,B-GeographicalLocation
,##uan,I-GeographicalLocation
,B,I-GeographicalLocation
,##land,I-GeographicalLocation
,##a,I-GeographicalLocation
,Island,I-GeographicalLocation
,.,O
,NE,B-Taxon
,##RE,I-Taxon
,##IS,I-Taxon
,TO,I-Taxon
,##NG,I-Taxon
,##AT,I-Taxon
,##AB,I-Taxon
,##UE,I-Taxon
,##NS,I-Taxon
,##IS,I-Taxon
,M,I-Taxon
,##c,I-Taxon
,##ln,I-Taxon
,##tos,I-Taxon
,##h,I-Taxon
,.,O
,N,B-Taxon
,##ere,I-Taxon
,##is,I-Taxon
,ton,I-Taxon
,##ff,I-Taxon
,##ata,I-Taxon
,##bu,I-Taxon
,##c,I-Taxon
,##nsis,I-Taxon
,MC,I-Taxon
,##IN,I-Taxon
,##TO,I-Taxon
,##S,I-Taxon
,##H,I-Taxon
,",",O
,1885,O
,",",O
,p,O
,.,O
,212,O
,",",O
,p,O
,##i,O
,.,O
,34,O
,",",O
,fi,O
,##gs,O
,.,O
,7,O
,",",O
,8,O
,",",O
,9,O
,;,O
,p,O
,##i,O
,.,O
,16,O
,##a,O
,",",O
,fi,O
,##gs,O
,.,O
,5,O
,.,O
,6,O
,",",O
,7,O
,.,O
,Col,O
,##lected,O
,at,O
,Na,B-GeographicalLocation
,##su,I-GeographicalLocation
,##g,I-GeographicalLocation
,##bu,I-GeographicalLocation
,Luzon,B-GeographicalLocation
,.,O
,NE,B-Taxon
,##RE,I-Taxon
,##IS,I-Taxon
,(,I-Taxon
,P,B-Taxon
,##LA,I-Taxon
,##TY,I-Taxon
,##NE,I-Taxon
,##RE,I-Taxon
,##IS,I-Taxon
,),I-Taxon
,IN,I-Taxon
,##TE,I-Taxon
,##GE,I-Taxon
,##R,I-Taxon
,",",O
,new,O
,species,O
,.,O
,An,O
,e,O
,##pit,O
,##oko,O
,##us,O
,form,O
,",",O
,characterized,O
,by,O
,an,O
,enormous,O
,development,O
,of,O
,the,O
,pro,O
,##sto,O
,##mium,O
,",",O
,so,O
,that,O
,the,O
,antenna,O
,##e,O
,are,O
,thrown,O
,to,O
,the,O
,ventral,O
,surface,O
,",",O
,all,O
,that,O
,is,O
,visible,O
,from,O
,above,O
,being,O
,the,O
,enormous,O
,eyes,O
,and,O
,the,O
,shove,O
,##l,O
,-,O
,shaped,O
,pro,O
,##sto,O
,##mium,O
,(,O
,fi,O
,##gs,O
,.,O
,1,O
,and,O
,2,O
,),O
,.,O
,Male,O
,.,O
,The,O
,pro,O
,##sto,O
,##mium,O
,rounded,O
,",",O
,its,O
,margin,O
,entire,O
,",",O
,,
Sentence 385,SM,O
,##IT,O
,##HS,O
,##ON,O
,##IA,O
,##N,O
,IN,O
,##ST,O
,##IT,O
,##UT,O
,##ION,O
,UN,O
,##IT,O
,##ED,O
,ST,O
,##AT,O
,##ES,O
,N,O
,##AT,O
,##ION,O
,##AL,O
,M,O
,##US,O
,##E,O
,##UM,O
,Bulletin,O
,100,O
,V,O
,##OL,O
,##UM,O
,##E,O
,1,O
,",",O
,PA,O
,##RT,O
,8,O
,CO,O
,##NT,O
,##RI,O
,##B,O
,##UT,O
,##ION,O
,##S,O
,TO,O
,THE,O
,B,O
,##IO,O
,##L,O
,##O,O
,##G,O
,##Y,O
,OF,O
,THE,O
,P,B-GeographicalLocation
,##H,I-GeographicalLocation
,##IL,I-GeographicalLocation
,##IP,I-GeographicalLocation
,##PI,I-GeographicalLocation
,##NE,I-GeographicalLocation
,AR,I-GeographicalLocation
,##CH,I-GeographicalLocation
,##IP,I-GeographicalLocation
,##EL,I-GeographicalLocation
,##AG,I-GeographicalLocation
,##O,I-GeographicalLocation
,AND,O
,AD,O
,##J,O
,##AC,O
,##EN,O
,##T,O
,R,O
,##EG,O
,##ION,O
,##S,O
,P,B-Taxon
,##OL,I-Taxon
,##Y,I-Taxon
,##CH,I-Taxon
,##A,I-Taxon
,##ET,I-Taxon
,##O,I-Taxon
,##US,I-Taxon
,AN,I-Taxon
,##NE,I-Taxon
,##L,I-Taxon
,##ID,I-Taxon
,##S,I-Taxon
,CO,O
,##LL,O
,##EC,O
,##TE,O
,##D,O
,B,O
,##Y,O
,THE,O
,UN,O
,##IT,O
,##ED,O
,ST,O
,##AT,O
,##ES,O
,F,O
,##IS,O
,##H,O
,##ER,O
,##IE,O
,##S,O
,ST,O
,##EA,O
,##ME,O
,##R,O
,"""",O
,AL,B-Taxon
,##BA,I-Taxon
,##TR,I-Taxon
,##OS,I-Taxon
,##S,I-Taxon
,"""",O
,IN,O
,THE,O
,WA,O
,##TE,O
,##RS,O
,AD,O
,##J,O
,##AC,O
,##EN,O
,##T,O
,TO,O
,THE,O
,P,B-GeographicalLocation
,##H,I-GeographicalLocation
,##IL,I-GeographicalLocation
,##IP,I-GeographicalLocation
,##PI,I-GeographicalLocation
,##NE,I-GeographicalLocation
,IS,I-GeographicalLocation
,##LA,I-GeographicalLocation
,##ND,I-GeographicalLocation
,##S,I-GeographicalLocation
,IN,O
,1907,O
,-,O
,1910,O
,By,O
,A,O
,.,O
,L,O
,.,O
,T,O
,##RE,O
,##AD,O
,##W,O
,##EL,O
,##L,O
,Of,O
,the,O
,Department,O
,of,O
,Zoo,O
,##logy,O
,",",O
,V,O
,##ass,O
,##ar,O
,College,O
,Po,B-GeographicalLocation
,##ugh,I-GeographicalLocation
,##ke,I-GeographicalLocation
,##ep,I-GeographicalLocation
,##sie,I-GeographicalLocation
,",",O
,New,B-GeographicalLocation
,York,I-GeographicalLocation
,WA,B-GeographicalLocation
,##S,I-GeographicalLocation
,##H,I-GeographicalLocation
,##ING,I-GeographicalLocation
,##TO,I-GeographicalLocation
,##N,I-GeographicalLocation
,GO,O
,##VE,O
,##R,O
,##N,O
,##ME,O
,##NT,O
,PR,O
,##IN,O
,##TI,O
,##NG,O
,OF,O
,##FI,O
,##CE,O
,1920,O
,,
Sentence 386,114,O
,ME,O
,##R,O
,##RI,O
,##LL,O
,AND,O
,K,O
,##OL,O
,##F,O
,##E,O
,.,O
,r,O
,GO,B-Taxon
,##RD,I-Taxon
,##ON,I-Taxon
,##IA,I-Taxon
,El,I-Taxon
,##l,I-Taxon
,.,O
,Gordon,B-Taxon
,##ia,I-Taxon
,l,I-Taxon
,##uz,I-Taxon
,##onic,I-Taxon
,##a,I-Taxon
,V,I-Taxon
,##idal,I-Taxon
,Rev,O
,.,O
,P,O
,##I,O
,.,O
,V,O
,##ase,O
,.,O
,Fi,O
,##lip,O
,.,O
,(,O
,1886,O
,),O
,57,O
,.,O
,Gordon,B-Taxon
,##ia,I-Taxon
,f,I-Taxon
,##rag,I-Taxon
,##ran,I-Taxon
,##s,I-Taxon
,Me,I-Taxon
,##rr,I-Taxon
,.,O
,in,O
,Philip,O
,.,O
,Jo,O
,##urn,O
,.,O
,Sc,O
,##i,O
,.,O
,1,O
,(,O
,1906,O
,),O
,S,O
,##n,O
,##pp,O
,##l,O
,.,O
,95,O
,.,O
,A,O
,species,O
,not,O
,uncommon,O
,in,O
,the,O
,mountains,O
,of,O
,Luzon,B-GeographicalLocation
,",",O
,G,B-Taxon
,.,I-Taxon
,f,I-Taxon
,##rag,I-Taxon
,##ran,I-Taxon
,##s,I-Taxon
,not,O
,being,O
,distinct,O
,from,O
,V,O
,##idal,O
,',O
,s,O
,species,O
,.,O
,Gordon,B-Taxon
,##ia,I-Taxon
,v,I-Taxon
,##idal,I-Taxon
,##ii,I-Taxon
,S,I-Taxon
,##zy,I-Taxon
,##sz,I-Taxon
,.,O
,in,O
,En,O
,##g,O
,##l,O
,.,O
,&,O
,P,O
,##rant,O
,##l,O
,Nat,O
,.,O
,P,O
,##f,O
,##lan,O
,##zen,O
,##fa,O
,##m,O
,-,O
,3,O
,*,O
,^,O
,(,O
,1893,O
,),O
,185,O
,.,O
,G,B-Taxon
,.,I-Taxon
,a,I-Taxon
,##cum,I-Taxon
,##ina,I-Taxon
,##ta,I-Taxon
,V,I-Taxon
,##idal,I-Taxon
,Rev,O
,.,O
,P,O
,##I,O
,.,O
,V,O
,##ase,O
,.,O
,Fi,O
,##lip,O
,.,O
,(,O
,1886,O
,),O
,58,O
,",",O
,non,O
,Z,O
,##oll,O
,.,O
,This,O
,species,O
,must,O
,be,O
,excluded,O
,from,O
,the,O
,The,B-Taxon
,##aceae,I-Taxon
,",",O
,as,O
,the,O
,type,O
,",",O
,V,O
,##idal,O
,ll,O
,##J,O
,##f,O
,##O,O
,",",O
,is,O
,a,O
,s,O
,##ter,O
,##ile,O
,specimen,O
,of,O
,Shore,B-Taxon
,##a,I-Taxon
,or,O
,Hope,B-Taxon
,##a,I-Taxon
,(,O
,Di,B-Taxon
,##pt,I-Taxon
,##ero,I-Taxon
,##car,I-Taxon
,##pace,I-Taxon
,##ae,I-Taxon
,),O
,^,O
,with,O
,a,O
,large,O
,f,O
,##olia,O
,##ce,O
,##ous,O
,gal,O
,##l,O
,",",O
,which,O
,was,O
,mistaken,O
,by,O
,V,O
,##idal,O
,for,O
,a,O
,flower,O
,b,O
,##ud,O
,.,O
,J,O
,),O
,i,O
,##r,O
,##TP,O
,],O
,R,O
,##OC,O
,##A,O
,K,O
,##PA,O
,##CE,O
,.,O
,^,O
,.,O
,D,B-Taxon
,##IP,I-Taxon
,##TE,I-Taxon
,##RO,I-Taxon
,##CA,I-Taxon
,##RP,I-Taxon
,##US,I-Taxon
,G,I-Taxon
,##ae,I-Taxon
,##rt,I-Taxon
,##n,I-Taxon
,.,O
,f,O
,.,O
,Di,B-Taxon
,##pt,I-Taxon
,##ero,I-Taxon
,##car,I-Taxon
,##pus,I-Taxon
,ve,I-Taxon
,##rn,I-Taxon
,##ici,I-Taxon
,##f,I-Taxon
,##lu,I-Taxon
,##us,I-Taxon
,Blanco,I-Taxon
,F,O
,##l,O
,.,O
,Fi,O
,##lip,O
,.,O
,ed,O
,.,O
,2,O
,(,O
,1845,O
,),O
,31,O
,;,O
,Brand,O
,##is,O
,in,O
,Jo,O
,##urn,O
,.,O
,Lin,O
,##n,O
,.,O
,So,O
,##c,O
,.,O
,Bo,O
,##t,O
,.,O
,31,O
,(,O
,J,O
,##8,O
,##9,O
,##5,O
,),O
,31,O
,;,O
,Me,O
,##rr,O
,.,O
,in,O
,Philip,O
,.,O
,Jo,O
,##urn,O
,.,O
,Sc,O
,##i,O
,.,O
,1,O
,(,O
,1906,O
,),O
,S,O
,##n,O
,##pp,O
,##l,O
,.,O
,97,O
,.,O
,D,B-Taxon
,.,I-Taxon
,ve,I-Taxon
,##lut,I-Taxon
,##inus,I-Taxon
,V,I-Taxon
,##idal,I-Taxon
,Rev,O
,.,O
,P,O
,##I,O
,.,O
,V,O
,##ase,O
,.,O
,Fi,O
,##lip,O
,.,O
,(,O
,1886,O
,),O
,59,O
,;,O
,Brand,O
,##is,O
,1,O
,.,O
,c,O
,.,O
,D,B-Taxon
,.,I-Taxon
,f,I-Taxon
,##ul,I-Taxon
,##vu,I-Taxon
,##s,I-Taxon
,Blu,I-Taxon
,##me,I-Taxon
,Mu,O
,##s,O
,.,O
,Bo,O
,##t,O
,.,O
,2,O
,(,O
,1852,O
,),O
,37,O
,;,O
,Brand,O
,##is,O
,1,O
,.,O
,c,O
,.,O
,40,O
,.,O
,',O
,This,O
,is,O
,a,O
,common,O
,and,O
,widely,O
,distributed,O
,endemic,O
,species,O
,",",O
,yielding,O
,most,O
,of,O
,the,O
,timber,O
,that,O
,enters,O
,the,O
,^,O
,Manila,B-GeographicalLocation
,market,O
,under,O
,the,O
,name,O
,of,O
,"""",O
,pan,B-Taxon
,##ao,I-Taxon
,.,O
,"""",O
,The,O
,specimens,O
,referred,O
,to,O
,this,O
,species,O
,by,O
,V,O
,##idal,O
,",",O
,Rev,O
,##ision,O
,59,O
,",",O
,are,O
,all,O
,s,O
,##ter,O
,##ile,O
,",",O
,and,O
,two,O
,of,O
,them,O
,are,O
,apparently,O
,Di,B-Taxon
,##pt,I-Taxon
,##ero,I-Taxon
,##car,I-Taxon
,##pus,I-Taxon
,grand,I-Taxon
,##if,I-Taxon
,##lor,I-Taxon
,##us,I-Taxon
,Blanco,I-Taxon
,.,O
,D,O
,.,O
,ve,O
,##lut,O
,##inus,O
,V,O
,##idal,O
,we,O
,consider,O
,to,O
,represent,O
,typical,O
,D,B-Taxon
,.,I-Taxon
,ve,I-Taxon
,##rn,I-Taxon
,##ici,I-Taxon
,##f,I-Taxon
,##lu,I-Taxon
,##us,I-Taxon
,Blanco,I-Taxon
,",",O
,and,O
,is,O
,accordingly,O
,reduced,O
,",",O
,as,O
,our,O
,large,O
,series,O
,of,O
,specimens,O
,agree,O
,both,O
,with,O
,V,O
,##idal,O
,',O
,s,O
,type,O
,specimen,O
,and,O
,with,O
,Blanco,O
,',O
,s,O
,description,O
,.,O
,D,O
,.,O
,f,O
,##ul,O
,##vu,O
,##s,O
,Blu,O
,##me,O
,was,O
,,
Sentence 387,136,O
,THE,O
,ME,O
,##DI,O
,##CI,O
,##NA,O
,##L,O
,P,O
,##LA,O
,##NT,O
,##S,O
,OF,O
,THE,O
,P,B-GeographicalLocation
,##H,I-GeographicalLocation
,##IL,I-GeographicalLocation
,##IP,I-GeographicalLocation
,##PI,I-GeographicalLocation
,##NE,I-GeographicalLocation
,##S,I-GeographicalLocation
,The,O
,Ph,O
,##arma,O
,##co,O
,##po,O
,##ei,O
,##a,O
,of,O
,India,O
,gives,O
,2,O
,official,O
,formula,O
,##e,O
,",",O
,a,O
,powder,O
,and,O
,a,O
,cat,O
,##ap,O
,##las,O
,##m,O
,.,O
,The,O
,powder,O
,##ed,O
,leaf,O
,is,O
,given,O
,internally,O
,in,O
,doses,O
,of,O
,03,O
,##0,O
,to,O
,150,O
,grams,O
,and,O
,is,O
,applied,O
,locally,O
,to,O
,superficial,O
,ul,O
,##cer,O
,##s,O
,.,O
,Botanical,O
,Des,O
,##cription,O
,.,O
,—,O
,Plant,O
,herb,O
,##ace,O
,##ous,O
,with,O
,re,O
,##ni,O
,##form,O
,or,O
,heart,O
,-,O
,shaped,O
,leaves,O
,",",O
,forming,O
,a,O
,sort,O
,of,O
,fun,O
,##nel,O
,",",O
,dotted,O
,with,O
,little,O
,hairs,O
,",",O
,den,O
,##tate,O
,with,O
,white,O
,tips,O
,.,O
,Pet,O
,##iol,O
,##es,O
,very,O
,long,O
,",",O
,en,O
,##she,O
,##ath,O
,##ing,O
,each,O
,other,O
,by,O
,2,O
,wings,O
,at,O
,their,O
,bases,O
,.,O
,Flowers,O
,3,O
,-,O
,4,O
,",",O
,se,O
,##ssi,O
,##le,O
,",",O
,spring,O
,##ing,O
,directly,O
,from,O
,the,O
,root,O
,",",O
,greenish,O
,-,O
,white,O
,",",O
,growing,O
,in,O
,horizontal,O
,rows,O
,on,O
,either,O
,side,O
,of,O
,a,O
,short,O
,",",O
,common,O
,p,O
,##ed,O
,##un,O
,##cle,O
,.,O
,Common,O
,in,O
,##vo,O
,##lu,O
,##cre,O
,of,O
,2,O
,-,O
,3,O
,leaf,O
,##lets,O
,.,O
,Cal,O
,##yx,O
,ad,O
,##here,O
,##nt,O
,",",O
,flattened,O
,",",O
,faintly,O
,tooth,O
,##ed,O
,.,O
,Co,O
,##roll,O
,##a,O
,",",O
,5,O
,small,O
,petals,O
,",",O
,o,O
,##vate,O
,.,O
,St,O
,##ame,O
,##ns,O
,5,O
,",",O
,equal,O
,in,O
,height,O
,",",O
,inserted,O
,on,O
,the,O
,re,O
,##ce,O
,##pta,O
,##cle,O
,",",O
,alternating,O
,with,O
,the,O
,petals,O
,.,O
,Fi,O
,##lam,O
,##ents,O
,short,O
,.,O
,An,O
,##ther,O
,##s,O
,g,O
,##lo,O
,##bos,O
,##e,O
,",",O
,c,O
,##le,O
,##ft,O
,at,O
,the,O
,base,O
,in,O
,2,O
,diver,O
,##ging,O
,parts,O
,.,O
,O,O
,##vary,O
,inferior,O
,",",O
,cord,O
,##ate,O
,",",O
,much,O
,flattened,O
,.,O
,Styles,O
,2,O
,",",O
,short,O
,.,O
,St,O
,##igma,O
,##s,O
,simple,O
,.,O
,Fruit,O
,t,O
,##run,O
,##cate,O
,",",O
,oval,O
,",",O
,down,O
,##y,O
,",",O
,in,O
,##de,O
,##his,O
,##cent,O
,",",O
,marked,O
,with,O
,fur,O
,##rows,O
,",",O
,with,O
,2,O
,compartment,O
,##s,O
,each,O
,containing,O
,a,O
,seed,O
,inserted,O
,on,O
,the,O
,wall,O
,.,O
,Ha,O
,##bit,O
,##at,O
,.,O
,—,O
,G,O
,##rows,O
,in,O
,s,O
,##hady,O
,and,O
,moist,B-Habitat
,places,I-Habitat
,.,O
,Bloom,O
,##s,O
,in,O
,July,O
,.,O
,Car,B-Taxon
,##um,I-Taxon
,cop,I-Taxon
,##tic,I-Taxon
,##um,I-Taxon
,",",I-Taxon
,Ben,I-Taxon
,##th,I-Taxon
,.,O
,(,O
,C,B-Taxon
,.,I-Taxon
,a,I-Taxon
,##jo,I-Taxon
,##wan,I-Taxon
,",",I-Taxon
,DC,I-Taxon
,;,O
,Am,B-Taxon
,##mi,I-Taxon
,cop,I-Taxon
,##tic,I-Taxon
,##um,I-Taxon
,",",O
,L,O
,;,O
,A,B-Taxon
,.,I-Taxon
,g,I-Taxon
,##lau,I-Taxon
,##ci,I-Taxon
,##fo,I-Taxon
,##lium,I-Taxon
,",",I-Taxon
,Blanco,I-Taxon
,;,O
,Da,B-Taxon
,##uc,I-Taxon
,##us,I-Taxon
,op,I-Taxon
,##ticus,I-Taxon
,",",I-Taxon
,Per,I-Taxon
,##s,I-Taxon
,;,O
,D,B-Taxon
,.,I-Taxon
,an,I-Taxon
,##is,I-Taxon
,##od,I-Taxon
,##or,I-Taxon
,##us,I-Taxon
,",",I-Taxon
,Blanco,I-Taxon
,),O
,No,O
,##m,O
,.,O
,V,O
,##ul,O
,##g,O
,.,O
,—,O
,Lam,B-Taxon
,##udi,I-Taxon
,##o,I-Taxon
,",",O
,Dam,B-Taxon
,##oro,I-Taxon
,",",O
,Tag,O
,;,O
,Lam,O
,##udi,O
,##o,O
,",",O
,V,O
,##is,O
,;,O
,Cara,B-Taxon
,##way,I-Taxon
,",",O
,En,O
,##g,O
,.,O
,Use,O
,##s,O
,.,O
,—,O
,The,O
,fruit,O
,",",O
,of,O
,which,O
,both,O
,form,O
,and,O
,taste,O
,remind,O
,one,O
,of,O
,an,B-Taxon
,##ise,I-Taxon
,",",O
,is,O
,official,O
,in,O
,the,O
,Ph,O
,##arma,O
,##co,O
,##po,O
,##ei,O
,##a,O
,of,O
,India,O
,as,O
,a,O
,car,O
,##mina,O
,##tive,O
,",",O
,s,O
,##ti,O
,##mu,O
,##lant,O
,and,O
,anti,O
,##sp,O
,##as,O
,##mo,O
,##dic,O
,.,O
,It,O
,is,O
,indicated,O
,in,O
,flat,O
,##ulent,O
,co,O
,##lic,O
,",",O
,at,O
,##onic,O
,d,O
,##ys,O
,##pe,O
,##ps,O
,##ia,O
,and,O
,di,O
,##ar,O
,##r,O
,##hoe,O
,##a,O
,and,O
,gives,O
,very,O
,good,O
,results,O
,.,O
,It,O
,has,O
,been,O
,used,O
,in,O
,ch,O
,##ole,O
,##ra,O
,",",O
,but,O
,is,O
,of,O
,little,O
,value,O
,in,O
,that,O
,disease,O
,.,O
,In,O
,moderate,O
,doses,O
,it,O
,increases,O
,sa,O
,##liva,O
,##ry,O
,and,O
,gas,O
,##tric,O
,secret,O
,##ion,O
,.,O
,The,O
,,
Sentence 388,138,O
,THE,O
,ME,O
,##DI,O
,##CI,O
,##NA,O
,##L,O
,P,O
,##LA,O
,##NT,O
,##S,O
,OF,O
,THE,O
,P,B-GeographicalLocation
,##H,I-GeographicalLocation
,##IL,I-GeographicalLocation
,##IP,I-GeographicalLocation
,##PI,I-GeographicalLocation
,##NE,I-GeographicalLocation
,##S,I-GeographicalLocation
,pot,O
,##ion,O
,;,O
,the,O
,alcohol,O
,##ate,O
,",",O
,2,O
,-,O
,10,O
,grams,O
,in,O
,sweet,O
,##ened,O
,water,O
,or,O
,in,O
,##fusion,O
,of,O
,a,O
,##romatic,O
,herbs,O
,.,O
,Both,O
,plants,O
,are,O
,official,O
,in,O
,the,O
,Spanish,O
,Ph,O
,##arma,O
,##co,O
,##po,O
,##ei,O
,##a,O
,and,O
,they,O
,and,O
,their,O
,preparations,O
,are,O
,common,O
,in,O
,all,O
,drug,O
,stores,O
,.,O
,Ha,O
,##bit,O
,##at,O
,.,O
,—,O
,Common,O
,",",O
,cultivated,O
,in,O
,the,O
,gardens,B-Habitat
,and,O
,well,O
,known,O
,.,O
,Botanical,O
,Des,O
,##cription,O
,.,O
,—,O
,F,B-Taxon
,.,I-Taxon
,v,I-Taxon
,##ul,I-Taxon
,##gar,I-Taxon
,-,I-Taxon
,e,I-Taxon
,A,O
,##romatic,O
,",",O
,s,O
,##to,O
,##ut,O
,",",O
,smooth,O
,herb,O
,",",O
,4,O
,-,O
,6,O
,##°,O
,high,O
,.,O
,Leaves,O
,with,O
,many,O
,slender,O
,thread,O
,##like,O
,divisions,O
,.,O
,Large,O
,um,O
,##bel,O
,of,O
,yellow,O
,flowers,O
,",",O
,no,O
,in,O
,##vo,O
,##lu,O
,##cre,O
,and,O
,no,O
,in,O
,##vo,O
,##lu,O
,##cel,O
,##s,O
,.,O
,C,B-Taxon
,.,I-Taxon
,sat,I-Taxon
,##iv,I-Taxon
,##um,I-Taxon
,:,O
,Low,O
,a,O
,##romatic,O
,herb,O
,",",O
,leaves,O
,pin,O
,##nate,O
,##ly,O
,compound,O
,",",O
,small,O
,um,O
,##bel,O
,##s,O
,with,O
,few,O
,rays,O
,",",O
,flowers,O
,white,O
,.,O
,CO,B-Taxon
,##RNA,I-Taxon
,##CE,I-Taxon
,##J,I-Taxon
,##E,I-Taxon
,.,O
,Dog,B-Taxon
,##wood,I-Taxon
,Family,O
,.,O
,Alan,B-Taxon
,##gi,I-Taxon
,##um,I-Taxon
,Lamar,I-Taxon
,##ki,I-Taxon
,##i,I-Taxon
,",",I-Taxon
,T,I-Taxon
,##hwa,I-Taxon
,##ites,I-Taxon
,.,O
,(,O
,A,B-Taxon
,.,I-Taxon
,de,I-Taxon
,##cape,I-Taxon
,##tal,I-Taxon
,##um,I-Taxon
,",",O
,he,B-Taxon
,##xa,I-Taxon
,##pet,I-Taxon
,##al,I-Taxon
,##um,I-Taxon
,and,O
,to,B-Taxon
,##mento,I-Taxon
,##su,I-Taxon
,##m,I-Taxon
,",",O
,Lam,O
,),O
,No,O
,##m,O
,.,O
,V,O
,##ul,O
,##g,O
,—,O
,(,O
,),O
,Use,O
,##s,O
,.,O
,—,O
,According,O
,to,O
,Wood,O
,##en,O
,Sheriff,O
,",",O
,the,O
,root,O
,bark,O
,is,O
,an,O
,efficient,O
,em,O
,##etic,O
,in,O
,doses,O
,of,O
,3,O
,grams,O
,.,O
,In,O
,smaller,O
,doses,O
,it,O
,is,O
,f,O
,##eb,O
,##ri,O
,##fu,O
,##ge,O
,and,O
,produces,O
,nausea,O
,.,O
,The,O
,bark,O
,is,O
,extremely,O
,bitter,O
,;,O
,its,O
,reputation,O
,in,O
,the,O
,treatment,O
,of,O
,skin,O
,diseases,O
,is,O
,und,O
,##ese,O
,##rve,O
,##d,O
,.,O
,It,O
,is,O
,a,O
,good,O
,substitute,O
,for,O
,i,O
,##pec,O
,##ac,O
,",",O
,having,O
,given,O
,good,O
,results,O
,in,O
,all,O
,conditions,O
,in,O
,which,O
,the,O
,latter,O
,is,O
,indicated,O
,",",O
,with,O
,the,O
,exception,O
,of,O
,d,O
,##ys,O
,##enter,O
,##y,O
,.,O
,The,O
,f,O
,##eb,O
,##ri,O
,##fu,O
,##ge,O
,dose,O
,is,O
,03,O
,##5,O
,-,O
,06,O
,##0,O
,gram,O
,;,O
,alter,O
,##ative,O
,",",O
,01,O
,##5,O
,-,O
,03,O
,##0,O
,gram,O
,.,O
,It,O
,is,O
,further,O
,##more,O
,prescribed,O
,in,O
,India,O
,for,O
,s,O
,##y,O
,##phi,O
,##lis,O
,and,O
,le,O
,##p,O
,##ros,O
,##y,O
,and,O
,is,O
,one,O
,of,O
,the,O
,many,O
,re,O
,##med,O
,##ies,O
,used,O
,for,O
,the,O
,bites,O
,of,O
,r,O
,##abi,O
,##d,O
,animals,O
,.,O
,The,O
,bruised,O
,leaves,O
,are,O
,applied,O
,to,O
,the,O
,joints,O
,of,O
,r,O
,##he,O
,##umatic,O
,patients,O
,.,O
,Botanical,O
,Des,O
,##cription,O
,.,O
,—,O
,A,O
,tree,O
,20,O
,-,O
,30,O
,meters,O
,high,O
,",",O
,leaves,O
,alternate,O
,",",O
,persistent,O
,",",O
,pet,O
,##iol,O
,##ate,O
,",",O
,no,O
,s,O
,##tip,O
,##ules,O
,",",O
,o,O
,##b,O
,##long,O
,",",O
,den,O
,##tate,O
,",",O
